,Hour,Day,Month,Electricity [MWh],PV [MWh],Price,Peak,CO2
4593,9,192,July,0.11816967943082388,0.16736834797689684,0.2324,Peak,382.10443287584786
4594,10,192,July,0.1118916186279469,0.27260870930241377,0.2324,Peak,376.69032970500086
4595,11,192,July,0.10662963792111553,0.275282108728672,0.2324,Peak,375.5418835778514
4596,12,192,July,0.14800369347490835,0.2557770695170203,0.2324,Peak,377.18252090235046
4597,13,192,July,0.12291553588838675,0.20120756254638605,0.2324,Peak,372.424672661303
4598,14,192,July,0.11871233182332346,0.08751711997258871,0.2324,Peak,377.18252090235046
4599,15,192,July,0.10714101399644438,0.10272249573928842,0.2324,Peak,388.0107272440448
4600,16,192,July,0.09334874862032776,0.02238028173222438,0.2324,Peak,403.9249092916864
4601,17,192,July,0.07483262757950547,0.01698297124490658,0.2324,Peak,425.9094494399748
4602,18,192,July,0.1334755803001511,0.021455077944742638,0.2324,Peak,448.2221170531629
4603,19,192,July,0.1610755429418566,0.00029703693744288914,0.2324,Peak,460.8550244518063
4604,20,192,July,0.05867177409773176,0.0,0.2324,Peak,463.3159804385549
4605,21,192,July,0.056279199096160366,0.0,0.2324,Peak,458.23000473260765
4606,22,192,July,0.04150104500849473,0.0,0.2324,Peak,450.19088184256185
4607,23,192,July,0.033157177240910635,0.0,0.2187,Off-Peak,427.22195929957405
4608,0,193,July,0.029605435242949375,0.0,0.2187,Off-Peak,396.54204133144026
4609,1,193,July,0.025417122140672783,0.0,0.2187,Off-Peak,363.40116737655785
4610,2,193,July,0.026519574998301054,0.0,0.2187,Off-Peak,345.35415680706734
4611,3,193,July,0.026527309908256882,0.0,0.2187,Off-Peak,331.5728032812746
4612,4,193,July,0.02587200363574584,0.0007065488585875663,0.2187,Off-Peak,327.143082505127
4613,5,193,July,0.0296842222358138,0.039023723562954436,0.2187,Off-Peak,327.79933743492666
4614,6,193,July,0.060676014127095126,0.062436973454706675,0.2324,Peak,334.5259504653731
4615,7,193,July,0.06868137533809038,0.1302109796644724,0.2324,Peak,366.02618709575637
4616,8,193,July,0.11814549704346172,0.12749444264383292,0.2324,Peak,380.62785928379867
4617,9,193,July,0.07397765896771305,0.25526155628585545,0.2324,Peak,382.10443287584786
4618,10,193,July,0.10516613645617123,0.2897990537470148,0.2324,Peak,376.69032970500086
4619,11,193,July,0.1243462953551842,0.3022601055906718,0.2324,Peak,375.5418835778514
4620,12,193,July,0.1480462319760779,0.20538681134763329,0.2324,Peak,377.18252090235046
4621,13,193,July,0.09770782472177283,0.2282450944124084,0.2324,Peak,372.424672661303
4622,14,193,July,0.1310907356913553,0.23525340596337746,0.2324,Peak,377.18252090235046
4623,15,193,July,0.11651350902385367,0.1931144466786659,0.2324,Peak,388.0107272440448
4624,16,193,July,0.13202913077969475,0.1469848107978,0.2324,Peak,403.9249092916864
4625,17,193,July,0.09910585176459673,0.07597881319489523,0.2324,Peak,425.9094494399748
4626,18,193,July,0.14998943394984804,0.03882622724916853,0.2324,Peak,448.2221170531629
4627,19,193,July,0.1964312574737533,0.01450436138085134,0.2324,Peak,460.8550244518063
4628,20,193,July,0.059473151875973414,0.0,0.2324,Peak,463.3159804385549
4629,21,193,July,0.056053977023445466,0.0,0.2324,Peak,458.23000473260765
4630,22,193,July,0.04012489498470948,0.0,0.2324,Peak,450.19088184256185
4631,23,193,July,0.03275566810737343,0.0,0.2187,Off-Peak,427.22195929957405
4632,0,194,July,0.029521103839619436,0.0,0.2187,Off-Peak,396.54204133144026
4633,1,194,July,0.025290364002718314,0.0,0.2187,Off-Peak,363.40116737655785
4634,2,194,July,0.025471286727828744,0.0,0.2187,Off-Peak,345.35415680706734
4635,3,194,July,0.0263110614203194,0.0,0.2187,Off-Peak,331.5728032812746
4636,4,194,July,0.02634473435949711,0.00032998278897429463,0.2187,Off-Peak,327.143082505127
4637,5,194,July,0.02986142905198777,0.03867657503389321,0.2187,Off-Peak,327.79933743492666
4638,6,194,July,0.06643307318180817,0.0900816891334638,0.2324,Peak,334.5259504653731
4639,7,194,July,0.06998112131137807,0.16183893529870366,0.2324,Peak,366.02618709575637
4640,8,194,July,0.10542340357395752,0.19098874866214094,0.2324,Peak,380.62785928379867
4641,9,194,July,0.08242754954119162,0.2619404620892576,0.2324,Peak,382.10443287584786
4642,10,194,July,0.1039788214574991,0.270044198331134,0.2324,Peak,376.69032970500086
4643,11,194,July,0.11898939355221333,0.15258728896403495,0.2324,Peak,375.5418835778514
4644,12,194,July,0.18883986471963898,0.1641924616928718,0.2324,Peak,377.18252090235046
4645,13,194,July,0.12985538088523818,0.2066050348252033,0.2324,Peak,372.424672661303
4646,14,194,July,0.113346232410498,0.2045433762923595,0.2324,Peak,377.18252090235046
4647,15,194,July,0.12358408806107858,0.18634565343214787,0.2324,Peak,388.0107272440448
4648,16,194,July,0.1249262074913922,0.14557970434995302,0.2324,Peak,403.9249092916864
4649,17,194,July,0.12235263344749325,0.059732223114014736,0.2324,Peak,425.9094494399748
4650,18,194,July,0.16482469446774262,0.05168338378388925,0.2324,Peak,448.2221170531629
4651,19,194,July,0.17244919079372706,0.020174371216301848,0.2324,Peak,460.8550244518063
4652,20,194,July,0.06026861101506554,0.0,0.2324,Peak,463.3159804385549
4653,21,194,July,0.056627597804960926,0.0,0.2324,Peak,458.23000473260765
4654,22,194,July,0.04084878443085287,0.0,0.2324,Peak,450.19088184256185
4655,23,194,July,0.033299565246347265,0.0,0.2187,Off-Peak,427.22195929957405
4656,0,195,July,0.033972583669724776,0.0,0.2187,Off-Peak,396.54204133144026
4657,1,195,July,0.029710559259259257,0.0,0.2187,Off-Peak,363.40116737655785
4658,2,195,July,0.02976257849133537,0.0,0.2187,Off-Peak,345.35415680706734
4659,3,195,July,0.030426198131158683,0.0,0.2187,Off-Peak,331.5728032812746
4660,4,195,July,0.030473315215766225,0.002057221103085053,0.2187,Off-Peak,327.143082505127
4661,5,195,July,0.03372526016989467,0.012908782837839585,0.2187,Off-Peak,327.79933743492666
4662,6,195,July,0.06842695946649596,0.06647310824821072,0.2324,Peak,334.5259504653731
4663,7,195,July,0.04639713535741083,0.083555691995237,0.2324,Peak,366.02618709575637
4664,8,195,July,0.09796476284279583,0.09199987172854864,0.2324,Peak,380.62785928379867
4665,9,195,July,0.04390318581890969,0.2425488164293464,0.2324,Peak,382.10443287584786
4666,10,195,July,0.04438336722988198,0.25658243358240074,0.2324,Peak,376.69032970500086
4667,11,195,July,0.031908813883096236,0.26788946499919364,0.2324,Peak,375.5418835778514
4668,12,195,July,0.12564649191526372,0.2938566770612284,0.2324,Peak,377.18252090235046
4669,13,195,July,0.08102614330850436,0.2728419187712242,0.2324,Peak,372.424672661303
4670,14,195,July,0.07854756018093492,0.2321157970848938,0.2324,Peak,377.18252090235046
4671,15,195,July,0.07976070895427226,0.1906481926955056,0.2324,Peak,388.0107272440448
4672,16,195,July,0.045606058668652055,0.14674340708246975,0.2324,Peak,403.9249092916864
4673,17,195,July,0.04736083675771398,0.07951242265369894,0.2324,Peak,425.9094494399748
4674,18,195,July,0.08549110632453476,0.05203537645710395,0.2324,Peak,448.2221170531629
4675,19,195,July,0.10607678094932267,0.01957779687772995,0.2324,Peak,460.8550244518063
4676,20,195,July,0.05053585971847352,0.0,0.2324,Peak,463.3159804385549
4677,21,195,July,0.04182498064559973,0.0,0.2324,Peak,458.23000473260765
4678,22,195,July,0.03669678525993885,0.0,0.2324,Peak,450.19088184256185
4679,23,195,July,0.033717775739041785,0.0,0.2187,Off-Peak,427.22195929957405
4680,0,196,July,0.02904607850492695,0.0,0.2187,Off-Peak,396.54204133144026
4681,1,196,July,0.02539909291199456,0.0,0.2187,Off-Peak,363.40116737655785
4682,2,196,July,0.026505459252463472,0.0,0.2187,Off-Peak,345.35415680706734
4683,3,196,July,0.0265077505606524,0.0,0.2187,Off-Peak,331.5728032812746
4684,4,196,July,0.025851857322460075,0.0022880581062647647,0.2187,Off-Peak,327.143082505127
4685,5,196,July,0.029406651817872918,0.031938423052476,0.2187,Off-Peak,327.79933743492666
4686,6,196,July,0.057994010554737976,0.08272431089926856,0.2324,Peak,334.5259504653731
4687,7,196,July,0.06550400871899423,0.15582337046169564,0.2324,Peak,366.02618709575637
4688,8,196,July,0.20804495798587266,0.2192414406658676,0.2324,Peak,380.62785928379867
4689,9,196,July,0.1573410504624034,0.2618259717543696,0.2324,Peak,382.10443287584786
4690,10,196,July,0.1513163108405089,0.2922767832969416,0.2324,Peak,376.69032970500086
4691,11,196,July,0.14474336725943088,0.3038077334148758,0.2324,Peak,375.5418835778514
4692,12,196,July,0.23138420120728426,0.29838004301545784,0.2324,Peak,377.18252090235046
4693,13,196,July,0.12569375197633306,0.27409813697554336,0.2324,Peak,372.424672661303
4694,14,196,July,0.17844140242776574,0.23337132374157746,0.2324,Peak,377.18252090235046
4695,15,196,July,0.13408348154978728,0.1928329674919357,0.2324,Peak,388.0107272440448
4696,16,196,July,0.16615328373276556,0.1486278147661148,0.2324,Peak,403.9249092916864
4697,17,196,July,0.12416619054395285,0.09689815074695377,0.2324,Peak,425.9094494399748
4698,18,196,July,0.18579355343019072,0.05454235691236357,0.2324,Peak,448.2221170531629
4699,19,196,July,0.2523760356748645,0.01847964667096802,0.2324,Peak,460.8550244518063
4700,20,196,July,0.05917759549439348,0.0,0.2324,Peak,463.3159804385549
4701,21,196,July,0.05646184156303091,0.0,0.2324,Peak,458.23000473260765
4702,22,196,July,0.04111002708120965,0.0,0.2324,Peak,450.19088184256185
4703,23,196,July,0.03307676726469589,0.0,0.2187,Off-Peak,427.22195929957405
4704,0,197,July,0.029564756921508662,0.0,0.2187,Off-Peak,396.54204133144026
4705,1,197,July,0.025415313054706082,0.0,0.2187,Off-Peak,363.40116737655785
4706,2,197,July,0.026525227094801217,0.0,0.2187,Off-Peak,345.35415680706734
4707,3,197,July,0.02652707045191981,0.0,0.2187,Off-Peak,331.5728032812746
4708,4,197,July,0.02586376911994563,0.0,0.2187,Off-Peak,327.143082505127
4709,5,197,July,0.0300110168535508,0.009328960553099577,0.2187,Off-Peak,327.79933743492666
4710,6,197,July,0.0657872085271814,0.0881262626618119,0.2324,Peak,334.5259504653731
4711,7,197,July,0.0696043337546721,0.14071016882854606,0.2324,Peak,366.02618709575637
4712,8,197,July,0.0922768322665572,0.20585569017818608,0.2324,Peak,380.62785928379867
4713,9,197,July,0.07120436557254503,0.2586710369964044,0.2324,Peak,382.10443287584786
4714,10,197,July,0.0723472671008316,0.27893587594081115,0.2324,Peak,376.69032970500086
4715,11,197,July,0.06973722119605844,0.274623693948694,0.2324,Peak,375.5418835778514
4716,12,197,July,0.11429116773891655,0.29420117230800297,0.2324,Peak,377.18252090235046
4717,13,197,July,0.08137966914320903,0.2678358728105917,0.2324,Peak,372.424672661303
4718,14,197,July,0.09344100525133392,0.2316725396329233,0.2324,Peak,377.18252090235046
4719,15,197,July,0.08004640833239979,0.15871104891120785,0.2324,Peak,388.0107272440448
4720,16,197,July,0.0596717888712848,0.14274402136775854,0.2324,Peak,403.9249092916864
4721,17,197,July,0.059938028125557374,0.05928474263996291,0.2324,Peak,425.9094494399748
4722,18,197,July,0.0976842524929288,0.03699298710753688,0.2324,Peak,448.2221170531629
4723,19,197,July,0.13766576440390169,0.005431949650877514,0.2324,Peak,460.8550244518063
4724,20,197,July,0.059488764682296975,0.0,0.2324,Peak,463.3159804385549
4725,21,197,July,0.056627326156982676,0.0,0.2324,Peak,458.23000473260765
4726,22,197,July,0.04040697374787632,0.0,0.2324,Peak,450.19088184256185
4727,23,197,July,0.03310131763506626,0.0,0.2187,Off-Peak,427.22195929957405
4728,0,198,July,0.029303497315664288,0.0,0.2187,Off-Peak,396.54204133144026
4729,1,198,July,0.025426623866802583,0.0,0.2187,Off-Peak,363.40116737655785
4730,2,198,July,0.026553943527013246,0.0,0.2187,Off-Peak,345.35415680706734
4731,3,198,July,0.026553876860346583,0.0,0.2187,Off-Peak,331.5728032812746
4732,4,198,July,0.025889644519198098,0.0,0.2187,Off-Peak,327.143082505127
4733,5,198,July,0.030382540998980637,0.015704315573033645,0.2187,Off-Peak,327.79933743492666
4734,6,198,July,0.06747551136580236,0.05953905555917517,0.2324,Peak,334.5259504653731
4735,7,198,July,0.08960751564181334,0.1050133251634658,0.2324,Peak,366.02618709575637
4736,8,198,July,0.15117328266348445,0.1633432830599394,0.2324,Peak,380.62785928379867
4737,9,198,July,0.07926468217590417,0.1335540875933655,0.2324,Peak,382.10443287584786
4738,10,198,July,0.12920263466602652,0.15529637584350564,0.2324,Peak,376.69032970500086
4739,11,198,July,0.13016585079203385,0.21915104188011272,0.2324,Peak,375.5418835778514
4740,12,198,July,0.2043416941883036,0.27880698960959416,0.2324,Peak,377.18252090235046
4741,13,198,July,0.14480678397896782,0.25184853206193264,0.2324,Peak,372.424672661303
4742,14,198,July,0.12913807016234508,0.13433610269277574,0.2324,Peak,377.18252090235046
4743,15,198,July,0.11126018479177176,0.06558026353361207,0.2324,Peak,388.0107272440448
4744,16,198,July,0.10914838229495802,0.10411034886168223,0.2324,Peak,403.9249092916864
4745,17,198,July,0.10433016127171664,0.0888478497718829,0.2324,Peak,425.9094494399748
4746,18,198,July,0.1256564550265975,0.012329990257874028,0.2324,Peak,448.2221170531629
4747,19,198,July,0.187681573814976,0.0019179779896065406,0.2324,Peak,460.8550244518063
4748,20,198,July,0.05996528043493034,0.0,0.2324,Peak,463.3159804385549
4749,21,198,July,0.05615410408426776,0.0,0.2324,Peak,458.23000473260765
4750,22,198,July,0.04020450372409106,0.0,0.2324,Peak,450.19088184256185
4751,23,198,July,0.032946080550458716,0.0,0.2187,Off-Peak,427.22195929957405
4752,0,199,July,0.02940524097179749,0.0,0.2187,Off-Peak,396.54204133144026
4753,1,199,July,0.025412535820591237,0.0,0.2187,Off-Peak,363.40116737655785
4754,2,199,July,0.026513722358137957,0.0,0.2187,Off-Peak,345.35415680706734
4755,3,199,July,0.026512223642541626,0.0,0.2187,Off-Peak,331.5728032812746
4756,4,199,July,0.025862027638464152,0.0013216612559445822,0.2187,Off-Peak,327.143082505127
4757,5,199,July,0.02958913887869521,0.03602614398974692,0.2187,Off-Peak,327.79933743492666
4758,6,199,July,0.06398430527888818,0.0997835221870929,0.2324,Peak,334.5259504653731
4759,7,199,July,0.0676348775127421,0.11003915886474663,0.2324,Peak,366.02618709575637
4760,8,199,July,0.10419596582605337,0.1643790807940988,0.2324,Peak,380.62785928379867
4761,9,199,July,0.07112123393927164,0.2504790311614478,0.2324,Peak,382.10443287584786
4762,10,199,July,0.08951209005231363,0.2825443952037852,0.2324,Peak,376.69032970500086
4763,11,199,July,0.09650428209298632,0.23796098762824294,0.2324,Peak,375.5418835778514
4764,12,199,July,0.1501013248287195,0.18261568672186174,0.2324,Peak,377.18252090235046
4765,13,199,July,0.08369968398998492,0.255010573775835,0.2324,Peak,372.424672661303
4766,14,199,July,0.0942519642354914,0.22346481514135208,0.2324,Peak,377.18252090235046
4767,15,199,July,0.07745456300598748,0.1846660223441441,0.2324,Peak,388.0107272440448
4768,16,199,July,0.07385690031692023,0.14164349761272846,0.2324,Peak,403.9249092916864
4769,17,199,July,0.06771244688805159,0.09126743261404813,0.2324,Peak,425.9094494399748
4770,18,199,July,0.1495321574876,0.04436039166191672,0.2324,Peak,448.2221170531629
4771,19,199,July,0.1831193446623503,0.01564917204514246,0.2324,Peak,460.8550244518063
4772,20,199,July,0.0587729252259599,0.0,0.2324,Peak,463.3159804385549
4773,21,199,July,0.05640954038056405,0.0,0.2324,Peak,458.23000473260765
4774,22,199,July,0.040806249602446484,0.0,0.2324,Peak,450.19088184256185
4775,23,199,July,0.03291737891946993,0.0,0.2187,Off-Peak,427.22195929957405
4776,0,200,July,0.029484665266734624,0.0,0.2187,Off-Peak,396.54204133144026
4777,1,200,July,0.025422830139313624,0.0,0.2187,Off-Peak,363.40116737655785
4778,2,200,July,0.026542333211009173,0.0,0.2187,Off-Peak,345.35415680706734
4779,3,200,July,0.02653978373088685,0.0,0.2187,Off-Peak,331.5728032812746
4780,4,200,July,0.025870046204553174,0.002138498413182264,0.2187,Off-Peak,327.143082505127
4781,5,200,July,0.03020385853211009,0.042150395677325966,0.2187,Off-Peak,327.79933743492666
4782,6,200,July,0.06415370139993204,0.10183227630997307,0.2324,Peak,334.5259504653731
4783,7,200,July,0.06875062911314984,0.15800818914175044,0.2324,Peak,366.02618709575637
4784,8,200,July,0.1543405144898231,0.2077511450744463,0.2324,Peak,380.62785928379867
4785,9,200,July,0.13741186047377996,0.2468315374563252,0.2324,Peak,382.10443287584786
4786,10,200,July,0.13894769642237784,0.2737646895389997,0.2324,Peak,376.69032970500086
4787,11,200,July,0.1162555037782022,0.2861147504978001,0.2324,Peak,375.5418835778514
4788,12,200,July,0.1443915649314449,0.2829208230206016,0.2324,Peak,377.18252090235046
4789,13,200,July,0.16149748656257285,0.25815858516718426,0.2324,Peak,372.424672661303
4790,14,200,July,0.07752154108451939,0.2224886758275491,0.2324,Peak,377.18252090235046
4791,15,200,July,0.07085534012805303,0.18248314170197294,0.2324,Peak,388.0107272440448
4792,16,200,July,0.06375882436616534,0.13925354191404787,0.2324,Peak,403.9249092916864
4793,17,200,July,0.06079350403734667,0.0907669892863539,0.2324,Peak,425.9094494399748
4794,18,200,July,0.10718851131781436,0.050533772787615255,0.2324,Peak,448.2221170531629
4795,19,200,July,0.14904626830203907,0.014817972245468922,0.2324,Peak,460.8550244518063
4796,20,200,July,0.05925446226299694,0.0,0.2324,Peak,463.3159804385549
4797,21,200,July,0.055933605368671424,0.0,0.2324,Peak,458.23000473260765
4798,22,200,July,0.040732073353720685,0.0,0.2324,Peak,450.19088184256185
4799,23,200,July,0.03299185353720693,0.0,0.2187,Off-Peak,427.22195929957405
4800,0,201,July,0.029731062602786275,0.0,0.2187,Off-Peak,396.54204133144026
4801,1,201,July,0.025298266075433232,0.0,0.2187,Off-Peak,363.40116737655785
4802,2,201,July,0.02548685423037716,0.0,0.2187,Off-Peak,345.35415680706734
4803,3,201,July,0.02632953860006796,0.0,0.2187,Off-Peak,331.5728032812746
4804,4,201,July,0.02636464358817533,0.0011709238070976096,0.2187,Off-Peak,327.143082505127
4805,5,201,July,0.02919642613659532,0.04320218786348368,0.2187,Off-Peak,327.79933743492666
4806,6,201,July,0.05811158926228605,0.10121874597282443,0.2324,Peak,334.5259504653731
4807,7,201,July,0.06419645864763847,0.15633174945662606,0.2324,Peak,366.02618709575637
4808,8,201,July,0.08647426559873085,0.20143032379771025,0.2324,Peak,380.62785928379867
4809,9,201,July,0.056502431616759385,0.2383087243044061,0.2324,Peak,382.10443287584786
4810,10,201,July,0.05844049136243925,0.2630157238038872,0.2324,Peak,376.69032970500086
4811,11,201,July,0.09795636850983244,0.2729666789504246,0.2324,Peak,375.5418835778514
4812,12,201,July,0.1901388779523808,0.268066836127243,0.2324,Peak,377.18252090235046
4813,13,201,July,0.13022118049472398,0.2436388552351682,0.2324,Peak,372.424672661303
4814,14,201,July,0.09755558833179673,0.21109211691426435,0.2324,Peak,377.18252090235046
4815,15,201,July,0.17552070844486656,0.17218024466874166,0.2324,Peak,388.0107272440448
4816,16,201,July,0.10703979862636973,0.13070847090412085,0.2324,Peak,403.9249092916864
4817,17,201,July,0.1929720444071024,0.08399147239816862,0.2324,Peak,425.9094494399748
4818,18,201,July,0.12115894409375402,0.043329353658672166,0.2324,Peak,448.2221170531629
4819,19,201,July,0.14887947859869954,0.008882659110159074,0.2324,Peak,460.8550244518063
4820,20,201,July,0.058580010716955476,0.0,0.2324,Peak,463.3159804385549
4821,21,201,July,0.05682077024125042,0.0,0.2324,Peak,458.23000473260765
4822,22,201,July,0.040360861855249744,0.0,0.2324,Peak,450.19088184256185
4823,23,201,July,0.03334966316683656,0.0,0.2187,Off-Peak,427.22195929957405
4824,0,202,July,0.03420789828066599,0.0,0.2187,Off-Peak,396.54204133144026
4825,1,202,July,0.029760243499830107,0.0,0.2187,Off-Peak,363.40116737655785
4826,2,202,July,0.029809864410465514,0.0,0.2187,Off-Peak,345.35415680706734
4827,3,202,July,0.03049037332653755,0.0,0.2187,Off-Peak,331.5728032812746
4828,4,202,July,0.030535085028882095,0.0,0.2187,Off-Peak,327.143082505127
4829,5,202,July,0.03463416737342848,0.03938679273196087,0.2187,Off-Peak,327.79933743492666
4830,6,202,July,0.0646022793261734,0.0992507351729584,0.2324,Peak,334.5259504653731
4831,7,202,July,0.049028418174183214,0.15722282629795814,0.2324,Peak,366.02618709575637
4832,8,202,July,0.06380340354501167,0.2058035456814987,0.2324,Peak,380.62785928379867
4833,9,202,July,0.05013817394966248,0.245628595301824,0.2324,Peak,382.10443287584786
4834,10,202,July,0.11166455129311294,0.23752308997629246,0.2324,Peak,376.69032970500086
4835,11,202,July,0.11019679237468674,0.27742037105111483,0.2324,Peak,375.5418835778514
4836,12,202,July,0.13318427602618116,0.2684791159040259,0.2324,Peak,377.18252090235046
4837,13,202,July,0.12306600137226185,0.06366050364625403,0.2324,Peak,372.424672661303
4838,14,202,July,0.07474176491653127,0.14300840204835008,0.2324,Peak,377.18252090235046
4839,15,202,July,0.1427793079214982,0.12352376304265025,0.2324,Peak,388.0107272440448
4840,16,202,July,0.11001470796064937,0.12151674956545212,0.2324,Peak,403.9249092916864
4841,17,202,July,0.13904772197919746,0.08585082657253472,0.2324,Peak,425.9094494399748
4842,18,202,July,0.16827158513399645,0.04518276412985497,0.2324,Peak,448.2221170531629
4843,19,202,July,0.14100643622768902,0.01296642336064663,0.2324,Peak,460.8550244518063
4844,20,202,July,0.0490601310635406,0.0,0.2324,Peak,463.3159804385549
4845,21,202,July,0.04318161392456677,0.0,0.2324,Peak,458.23000473260765
4846,22,202,July,0.03692154392116888,0.0,0.2324,Peak,450.19088184256185
4847,23,202,July,0.03394589529051988,0.0,0.2187,Off-Peak,427.22195929957405
4848,0,203,July,0.029172044328916076,0.0,0.2187,Off-Peak,396.54204133144026
4849,1,203,July,0.02541305414203194,0.0,0.2187,Off-Peak,363.40116737655785
4850,2,203,July,0.026521587787971455,0.0,0.2187,Off-Peak,345.35415680706734
4851,3,203,July,0.02652743193340129,0.0,0.2187,Off-Peak,331.5728032812746
4852,4,203,July,0.02586963435270132,0.0,0.2187,Off-Peak,327.143082505127
4853,5,203,July,0.03001094302412505,0.029262737383995444,0.2187,Off-Peak,327.79933743492666
4854,6,203,July,0.06840447755625369,0.09238342973037028,0.2324,Peak,334.5259504653731
4855,7,203,July,0.06646302698606864,0.1419488786337083,0.2324,Peak,366.02618709575637
4856,8,203,July,0.09050524061925157,0.18951668785931056,0.2324,Peak,380.62785928379867
4857,9,203,July,0.07151473633707102,0.16011998776122913,0.2324,Peak,382.10443287584786
4858,10,203,July,0.06996248904519198,0.2137490285523105,0.2324,Peak,376.69032970500086
4859,11,203,July,0.07376710842202068,0.2711157548556499,0.2324,Peak,375.5418835778514
4860,12,203,July,0.13097874040357232,0.2341031982801576,0.2324,Peak,377.18252090235046
4861,13,203,July,0.08457948230843361,0.23641117800384726,0.2324,Peak,372.424672661303
4862,14,203,July,0.089502816484027,0.21223116895873276,0.2324,Peak,377.18252090235046
4863,15,203,July,0.08178438817830007,0.13687363301255573,0.2324,Peak,388.0107272440448
4864,16,203,July,0.06544410978957416,0.12562806905775578,0.2324,Peak,403.9249092916864
4865,17,203,July,0.07114080980045205,0.08588854787054556,0.2324,Peak,425.9094494399748
4866,18,203,July,0.11276263534145348,0.038355592989183535,0.2324,Peak,448.2221170531629
4867,19,203,July,0.18618901864817192,0.0056718247449818295,0.2324,Peak,460.8550244518063
4868,20,203,July,0.057938084784233776,0.0,0.2324,Peak,463.3159804385549
4869,21,203,July,0.055593423295956505,0.0,0.2324,Peak,458.23000473260765
4870,22,203,July,0.039986207923887185,0.0,0.2324,Peak,450.19088184256185
4871,23,203,July,0.03289967976214747,0.0,0.2187,Off-Peak,427.22195929957405
4872,0,204,July,0.02947927312266395,0.0,0.2187,Off-Peak,396.54204133144026
4873,1,204,July,0.0253976571593612,0.0,0.2187,Off-Peak,363.40116737655785
4874,2,204,July,0.026503106068637445,0.0,0.2187,Off-Peak,345.35415680706734
4875,3,204,July,0.02651779179068977,0.0,0.2187,Off-Peak,331.5728032812746
4876,4,204,July,0.025860789072375132,0.0,0.2187,Off-Peak,327.143082505127
4877,5,204,July,0.030136735174991505,0.004663435544443532,0.2187,Off-Peak,327.79933743492666
4878,6,204,July,0.06461065845812182,0.025217348561040128,0.2324,Peak,334.5259504653731
4879,7,204,July,0.06943429869520898,0.043197640416111634,0.2324,Peak,366.02618709575637
4880,8,204,July,0.17289323432767514,0.06808174699920477,0.2324,Peak,380.62785928379867
4881,9,204,July,0.11783526556312833,0.10326238196850253,0.2324,Peak,382.10443287584786
4882,10,204,July,0.1320795482869863,0.1121737575573606,0.2324,Peak,376.69032970500086
4883,11,204,July,0.11605167519510055,0.19120320152231826,0.2324,Peak,375.5418835778514
4884,12,204,July,0.23153975309981806,0.2583328072256421,0.2324,Peak,377.18252090235046
4885,13,204,July,0.12886959665612507,0.2443631984304435,0.2324,Peak,372.424672661303
4886,14,204,July,0.136544376345328,0.1942710613754169,0.2324,Peak,377.18252090235046
4887,15,204,July,0.182764235133405,0.1742279266146573,0.2324,Peak,388.0107272440448
4888,16,204,July,0.17333148168498394,0.1305699608379349,0.2324,Peak,403.9249092916864
4889,17,204,July,0.15170458003200746,0.07943496074836873,0.2324,Peak,425.9094494399748
4890,18,204,July,0.19540666382837046,0.03907340908478648,0.2324,Peak,448.2221170531629
4891,19,204,July,0.24667093173340104,0.00597561241384516,0.2324,Peak,460.8550244518063
4892,20,204,July,0.05881069677879715,0.0,0.2324,Peak,463.3159804385549
4893,21,204,July,0.056070518647638456,0.0,0.2324,Peak,458.23000473260765
4894,22,204,July,0.03986155749915053,0.0,0.2324,Peak,450.19088184256185
4895,23,204,July,0.03272094395514781,0.0,0.2187,Off-Peak,427.22195929957405
4896,0,205,July,0.0294939664492015,0.0,0.2187,Off-Peak,396.54204133144026
4897,1,205,July,0.025431679667006456,0.0,0.2187,Off-Peak,363.40116737655785
4898,2,205,July,0.026549223873598368,0.0,0.2187,Off-Peak,345.35415680706734
4899,3,205,July,0.02654706644240571,0.0,0.2187,Off-Peak,331.5728032812746
4900,4,205,July,0.025887694148827727,0.0,0.2187,Off-Peak,327.143082505127
4901,5,205,July,0.029861177641862045,0.0060781554898400965,0.2187,Off-Peak,327.79933743492666
4902,6,205,July,0.06352431835882913,0.03823099356431594,0.2324,Peak,334.5259504653731
4903,7,205,July,0.08977451847331377,0.0499460859299477,0.2324,Peak,366.02618709575637
4904,8,205,July,0.14327995299410065,0.07083532428695938,0.2324,Peak,380.62785928379867
4905,9,205,July,0.11686995684213945,0.10528214585915416,0.2324,Peak,382.10443287584786
4906,10,205,July,0.12660178199840194,0.12577166287957145,0.2324,Peak,376.69032970500086
4907,11,205,July,0.12492968072561834,0.1913630409983245,0.2324,Peak,375.5418835778514
4908,12,205,July,0.1838777276765484,0.14007572193019532,0.2324,Peak,377.18252090235046
4909,13,205,July,0.1453456742737264,0.14046535820486472,0.2324,Peak,372.424672661303
4910,14,205,July,0.14654145984276915,0.14227385728204256,0.2324,Peak,377.18252090235046
4911,15,205,July,0.12977008723152872,0.11626285446398307,0.2324,Peak,388.0107272440448
4912,16,205,July,0.12566372375920648,0.09906110244007954,0.2324,Peak,403.9249092916864
4913,17,205,July,0.12653999843861585,0.08502602220650261,0.2324,Peak,425.9094494399748
4914,18,205,July,0.14851969133623025,0.04462740655088907,0.2324,Peak,448.2221170531629
4915,19,205,July,0.15653163268754805,0.01209232692053846,0.2324,Peak,460.8550244518063
4916,20,205,July,0.06180132820237527,0.0,0.2324,Peak,463.3159804385549
