,Hour,Day,Month,Electricity [MWh],PV [MWh],Price,Peak,CO2
7903,7,330,November,0.07004604560752395,0.0,0.2324,Peak,366.02618709575637
7904,8,330,November,0.09099068598062138,0.03109129937144088,0.2324,Peak,380.62785928379867
7905,9,330,November,0.0729717927115126,0.08122786731567729,0.2324,Peak,382.10443287584786
7906,10,330,November,0.07186333880888733,0.10206429743482524,0.2324,Peak,376.69032970500086
7907,11,330,November,0.07052831999902917,0.10607411310292966,0.2324,Peak,375.5418835778514
7908,12,330,November,0.10563184388718994,0.0907890605734575,0.2324,Peak,377.18252090235046
7909,13,330,November,0.0733263890966458,0.06760095000239133,0.2324,Peak,372.424672661303
7910,14,330,November,0.07084741726032717,0.030674046549529564,0.2324,Peak,377.18252090235046
7911,15,330,November,0.06488814684335713,0.0016759809045314535,0.2324,Peak,388.0107272440448
7912,16,330,November,0.05981786719278004,0.0,0.2324,Peak,403.9249092916864
7913,17,330,November,0.05975001598817085,0.0,0.2324,Peak,425.9094494399748
7914,18,330,November,0.0937540821367895,0.0,0.2324,Peak,448.2221170531629
7915,19,330,November,0.12805702942575606,0.0,0.2324,Peak,460.8550244518063
7916,20,330,November,0.060878220237852526,0.0,0.2324,Peak,463.3159804385549
7917,21,330,November,0.05690129332653755,0.0,0.2324,Peak,458.23000473260765
7918,22,330,November,0.04078550630648997,0.0,0.2324,Peak,450.19088184256185
7919,23,330,November,0.03295189947672443,0.0,0.2187,Off-Peak,427.22195929957405
7920,0,331,November,0.02967143651376147,0.0,0.2187,Off-Peak,396.54204133144026
7921,1,331,November,0.025662711661569828,0.0,0.2187,Off-Peak,363.40116737655785
7922,2,331,November,0.02696214782874617,0.0,0.2187,Off-Peak,345.35415680706734
7923,3,331,November,0.026961555779816515,0.0,0.2187,Off-Peak,331.5728032812746
7924,4,331,November,0.026365138681094642,0.0,0.2187,Off-Peak,327.143082505127
7925,5,331,November,0.03442834290232364,0.0,0.2187,Off-Peak,327.79933743492666
7926,6,331,November,0.06767101936896268,0.0,0.2324,Peak,334.5259504653731
7927,7,331,November,0.07068449351297376,0.0,0.2324,Peak,366.02618709575637
7928,8,331,November,0.09556819074922193,0.02853765671127531,0.2324,Peak,380.62785928379867
7929,9,331,November,0.07269060678402002,0.083251477332015,0.2324,Peak,382.10443287584786
7930,10,331,November,0.07205703228192804,0.10415190744672732,0.2324,Peak,376.69032970500086
7931,11,331,November,0.07048557882432893,0.11036581357003418,0.2324,Peak,375.5418835778514
7932,12,331,November,0.10246676764234744,0.0967151732806941,0.2324,Peak,377.18252090235046
7933,13,331,November,0.07298261682539682,0.07027562272933048,0.2324,Peak,372.424672661303
7934,14,331,November,0.06988799826027861,0.027768707934583456,0.2324,Peak,377.18252090235046
7935,15,331,November,0.06417791115285665,0.001181226349224977,0.2324,Peak,388.0107272440448
7936,16,331,November,0.05940380816659386,0.0,0.2324,Peak,403.9249092916864
7937,17,331,November,0.060057647278810224,0.0,0.2324,Peak,425.9094494399748
7938,18,331,November,0.0968573259938838,0.0,0.2324,Peak,448.2221170531629
7939,19,331,November,0.12967407338867046,0.0,0.2324,Peak,460.8550244518063
7940,20,331,November,0.05962589896562377,0.0,0.2324,Peak,463.3159804385549
7941,21,331,November,0.05612950374447842,0.0,0.2324,Peak,458.23000473260765
7942,22,331,November,0.040882831342167865,0.0,0.2324,Peak,450.19088184256185
7943,23,331,November,0.03323989553569095,0.0,0.2187,Off-Peak,427.22195929957405
7944,0,332,November,0.034615656587469616,0.0,0.2187,Off-Peak,396.54204133144026
7945,1,332,November,0.026101814000365924,0.0,0.2187,Off-Peak,363.40116737655785
7946,2,332,November,0.030892495593193764,0.0,0.2187,Off-Peak,345.35415680706734
7947,3,332,November,0.02761541022765885,0.0,0.2187,Off-Peak,331.5728032812746
7948,4,332,November,0.02702669810920306,0.0,0.2187,Off-Peak,327.143082505127
7949,5,332,November,0.03116707054967459,0.0,0.2187,Off-Peak,327.79933743492666
7950,6,332,November,0.066268383001647,0.0,0.2324,Peak,334.5259504653731
7951,7,332,November,0.07078807363645881,0.0,0.2324,Peak,366.02618709575637
7952,8,332,November,0.09695354563516373,0.002433092699776582,0.2324,Peak,380.62785928379867
7953,9,332,November,0.0753074845684966,0.010287606912650958,0.2324,Peak,382.10443287584786
7954,10,332,November,0.0726602963186577,0.0206164109761792,0.2324,Peak,376.69032970500086
7955,11,332,November,0.07223887173992381,0.0184378555657217,0.2324,Peak,375.5418835778514
7956,12,332,November,0.09899136994813547,0.011548625581034722,0.2324,Peak,377.18252090235046
7957,13,332,November,0.07407965921900729,0.030377532917869064,0.2324,Peak,372.424672661303
7958,14,332,November,0.07017019352735282,0.01401070068773666,0.2324,Peak,377.18252090235046
7959,15,332,November,0.06344678811023036,0.0005279359757460304,0.2324,Peak,388.0107272440448
7960,16,332,November,0.059721887237704836,0.0,0.2324,Peak,403.9249092916864
7961,17,332,November,0.05818294945992439,0.0,0.2324,Peak,425.9094494399748
7962,18,332,November,0.0955309192856956,0.0,0.2324,Peak,448.2221170531629
7963,19,332,November,0.12125230689384013,0.0,0.2324,Peak,460.8550244518063
7964,20,332,November,0.0598333744628714,0.0,0.2324,Peak,463.3159804385549
7965,21,332,November,0.05566858082908596,0.0,0.2324,Peak,458.23000473260765
7966,22,332,November,0.0408292589419483,0.0,0.2324,Peak,450.19088184256185
7967,23,332,November,0.03338537441752268,0.0,0.2187,Off-Peak,427.22195929957405
7968,0,333,November,0.03003081674900024,0.0,0.2187,Off-Peak,396.54204133144026
7969,1,333,November,0.02717068406701691,0.0,0.2187,Off-Peak,363.40116737655785
7970,2,333,November,0.02852968028490029,0.0,0.2187,Off-Peak,345.35415680706734
7971,3,333,November,0.028661548765519226,0.0,0.2187,Off-Peak,331.5728032812746
7972,4,333,November,0.02806327910661544,0.0,0.2187,Off-Peak,327.143082505127
7973,5,333,November,0.034264393507932776,0.0,0.2187,Off-Peak,327.79933743492666
7974,6,333,November,0.06762704802952269,0.0,0.2324,Peak,334.5259504653731
7975,7,333,November,0.07281444750102951,0.0,0.2324,Peak,366.02618709575637
7976,8,333,November,0.09463715990914602,0.025087992046892976,0.2324,Peak,380.62785928379867
7977,9,333,November,0.075065910045765,0.0803087439749792,0.2324,Peak,382.10443287584786
7978,10,333,November,0.07216839210960138,0.10060856450600072,0.2324,Peak,376.69032970500086
7979,11,333,November,0.07054467328639624,0.10742963364890827,0.2324,Peak,375.5418835778514
7980,12,333,November,0.09889551434202223,0.09473745021859836,0.2324,Peak,377.18252090235046
7981,13,333,November,0.0728180219232076,0.06835289852878504,0.2324,Peak,372.424672661303
7982,14,333,November,0.07055333218162932,0.029028213996113817,0.2324,Peak,377.18252090235046
7983,15,333,November,0.06430749412319013,0.001201963883340102,0.2324,Peak,388.0107272440448
7984,16,333,November,0.059407523481926634,0.0,0.2324,Peak,403.9249092916864
7985,17,333,November,0.059082151774012014,0.0,0.2324,Peak,425.9094494399748
7986,18,333,November,0.0991790274930642,0.0,0.2324,Peak,448.2221170531629
7987,19,333,November,0.1302841844570652,0.0,0.2324,Peak,460.8550244518063
7988,20,333,November,0.062104235368288914,0.0,0.2324,Peak,463.3159804385549
7989,21,333,November,0.05766085459003111,0.0,0.2324,Peak,458.23000473260765
7990,22,333,November,0.042692355758383635,0.0,0.2324,Peak,450.19088184256185
7991,23,333,November,0.037843077133746315,0.0,0.2187,Off-Peak,427.22195929957405
7992,0,334,November,0.03158313230455579,0.0,0.2187,Off-Peak,396.54204133144026
7993,1,334,November,0.027772140793538774,0.0,0.2187,Off-Peak,363.40116737655785
7994,2,334,November,0.027938027418385213,0.0,0.2187,Off-Peak,345.35415680706734
7995,3,334,November,0.031265375529940666,0.0,0.2187,Off-Peak,331.5728032812746
7996,4,334,November,0.028976834245537,0.0,0.2187,Off-Peak,327.143082505127
7997,5,334,November,0.032932040669123606,0.0,0.2187,Off-Peak,327.79933743492666
7998,6,334,November,0.06985408642448404,0.0,0.2324,Peak,334.5259504653731
7999,7,334,November,0.07229342415954493,0.0,0.2324,Peak,366.02618709575637
8000,8,334,November,0.09019140346010712,0.022722522360615238,0.2324,Peak,380.62785928379867
8001,9,334,November,0.06225320716429673,0.08018068380653283,0.2324,Peak,382.10443287584786
8002,10,334,November,0.05337052997116806,0.10241888099576757,0.2324,Peak,376.69032970500086
8003,11,334,November,0.05768296885407466,0.10825504678411968,0.2324,Peak,375.5418835778514
8004,12,334,November,0.0965236300517152,0.09540075382967146,0.2324,Peak,377.18252090235046
8005,13,334,November,0.061870818649573625,0.06799780854903859,0.2324,Peak,372.424672661303
8006,14,334,November,0.047644674074543265,0.028532970980792525,0.2324,Peak,377.18252090235046
8007,15,334,November,0.04808089612365962,0.000997312362633157,0.2324,Peak,388.0107272440448
8008,16,334,November,0.04923355763083058,0.0,0.2324,Peak,403.9249092916864
8009,17,334,November,0.057447297977944616,0.0,0.2324,Peak,425.9094494399748
8010,18,334,November,0.09766943508328574,0.0,0.2324,Peak,448.2221170531629
8011,19,334,November,0.13150217813795448,0.0,0.2324,Peak,460.8550244518063
8012,20,334,November,0.06285787887154366,0.0,0.2324,Peak,463.3159804385549
8013,21,334,November,0.06339311501555189,0.0,0.2324,Peak,458.23000473260765
8014,22,334,November,0.043575354796518466,0.0,0.2324,Peak,450.19088184256185
8015,23,334,November,0.03616328154264356,0.0,0.2187,Off-Peak,427.22195929957405
8016,0,335,December,0.03709821941085759,0.0,0.2187,Off-Peak,396.54204133144026
8017,1,335,December,0.03343741035730155,0.0,0.2187,Off-Peak,363.40116737655785
8018,2,335,December,0.033616482291748344,0.0,0.2187,Off-Peak,345.35415680706734
8019,3,335,December,0.03444724812566978,0.0,0.2187,Off-Peak,331.5728032812746
8020,4,335,December,0.035277619806581464,0.0,0.2187,Off-Peak,327.143082505127
8021,5,335,December,0.037990489471235525,0.0,0.2187,Off-Peak,327.79933743492666
8022,6,335,December,0.07155084830377205,0.0,0.2324,Peak,334.5259504653731
8023,7,335,December,0.05492275412399137,0.0,0.2324,Peak,366.02618709575637
8024,8,335,December,0.06497264758499299,0.008993855265233332,0.2324,Peak,380.62785928379867
8025,9,335,December,0.04068515795310744,0.01880289256895849,0.2324,Peak,382.10443287584786
8026,10,335,December,0.03292608320360095,0.038422409307897545,0.2324,Peak,376.69032970500086
8027,11,335,December,0.031564685943285695,0.08991239066092703,0.2324,Peak,375.5418835778514
8028,12,335,December,0.05560261908573769,0.08025145215019351,0.2324,Peak,377.18252090235046
8029,13,335,December,0.032651520421408335,0.04035210471031029,0.2324,Peak,372.424672661303
8030,14,335,December,0.029371500554917194,0.0226414024681623,0.2324,Peak,377.18252090235046
8031,15,335,December,0.02976307717874032,0.0,0.2324,Peak,388.0107272440448
8032,16,335,December,0.02949169826706594,0.0,0.2324,Peak,403.9249092916864
8033,17,335,December,0.0388699672577125,0.0,0.2324,Peak,425.9094494399748
8034,18,335,December,0.06964635035312433,0.0,0.2324,Peak,448.2221170531629
8035,19,335,December,0.1013193926851224,0.0,0.2324,Peak,460.8550244518063
8036,20,335,December,0.054446764062961374,0.0,0.2324,Peak,463.3159804385549
8037,21,335,December,0.04505931820016206,0.0,0.2324,Peak,458.23000473260765
8038,22,335,December,0.03952558008886798,0.0,0.2324,Peak,450.19088184256185
8039,23,335,December,0.0363894205274576,0.0,0.2187,Off-Peak,427.22195929957405
8040,0,336,December,0.031569818071564865,0.0,0.2187,Off-Peak,396.54204133144026
8041,1,336,December,0.028344071047335263,0.0,0.2187,Off-Peak,363.40116737655785
8042,2,336,December,0.0312544109882642,0.0,0.2187,Off-Peak,345.35415680706734
8043,3,336,December,0.02955121562508168,0.0,0.2187,Off-Peak,331.5728032812746
8044,4,336,December,0.028764112867560573,0.0,0.2187,Off-Peak,327.143082505127
8045,5,336,December,0.033219533410700754,0.0,0.2187,Off-Peak,327.79933743492666
8046,6,336,December,0.07424172067419825,0.0,0.2324,Peak,334.5259504653731
8047,7,336,December,0.07888301626969736,0.0,0.2324,Peak,366.02618709575637
8048,8,336,December,0.10289779026593204,0.003036099571808577,0.2324,Peak,380.62785928379867
8049,9,336,December,0.08025354450808844,0.007077377031574173,0.2324,Peak,382.10443287584786
8050,10,336,December,0.07800018629631499,0.008037192546418466,0.2324,Peak,376.69032970500086
8051,11,336,December,0.07629481686319829,0.014980919042402988,0.2324,Peak,375.5418835778514
8052,12,336,December,0.10596927897953813,0.011228981684821377,0.2324,Peak,377.18252090235046
8053,13,336,December,0.07810096012243578,0.013254923840711695,0.2324,Peak,372.424672661303
8054,14,336,December,0.07593316870522672,0.008326673402291752,0.2324,Peak,377.18252090235046
8055,15,336,December,0.06975997863567265,0.0,0.2324,Peak,388.0107272440448
8056,16,336,December,0.064814450384354,0.0,0.2324,Peak,403.9249092916864
8057,17,336,December,0.06410444431729216,0.0,0.2324,Peak,425.9094494399748
8058,18,336,December,0.09810025997251813,0.0,0.2324,Peak,448.2221170531629
8059,19,336,December,0.12747727591087812,0.0,0.2324,Peak,460.8550244518063
8060,20,336,December,0.06305603822148043,0.0,0.2324,Peak,463.3159804385549
8061,21,336,December,0.057071696116469325,0.0,0.2324,Peak,458.23000473260765
8062,22,336,December,0.0422146258841057,0.0,0.2324,Peak,450.19088184256185
8063,23,336,December,0.03508646611516245,0.0,0.2187,Off-Peak,427.22195929957405
8064,0,337,December,0.031775345277189684,0.0,0.2187,Off-Peak,396.54204133144026
8065,1,337,December,0.028227940935727537,0.0,0.2187,Off-Peak,363.40116737655785
8066,2,337,December,0.02951431179068977,0.0,0.2187,Off-Peak,345.35415680706734
8067,3,337,December,0.029490075893253875,0.0,0.2187,Off-Peak,331.5728032812746
8068,4,337,December,0.02865380298857785,0.0,0.2187,Off-Peak,327.143082505127
8069,5,337,December,0.034350606349878465,0.0,0.2187,Off-Peak,327.79933743492666
8070,6,337,December,0.07111058873131015,0.0,0.2324,Peak,334.5259504653731
8071,7,337,December,0.07650676073133092,0.0,0.2324,Peak,366.02618709575637
8072,8,337,December,0.09985149400495008,0.018972334415167096,0.2324,Peak,380.62785928379867
8073,9,337,December,0.07884135314667673,0.043962463094918657,0.2324,Peak,382.10443287584786
8074,10,337,December,0.07756320866212975,0.02068381943043141,0.2324,Peak,376.69032970500086
8075,11,337,December,0.07547181624521326,0.034228493134263495,0.2324,Peak,375.5418835778514
8076,12,337,December,0.1029870076269636,0.06393709957747178,0.2324,Peak,377.18252090235046
8077,13,337,December,0.07420131001578467,0.033833801358635465,0.2324,Peak,372.424672661303
8078,14,337,December,0.07209223361874664,0.015929410098514372,0.2324,Peak,377.18252090235046
8079,15,337,December,0.06545524190136387,0.0,0.2324,Peak,388.0107272440448
8080,16,337,December,0.06266205263196703,0.0,0.2324,Peak,403.9249092916864
8081,17,337,December,0.061213169962381436,0.0,0.2324,Peak,425.9094494399748
8082,18,337,December,0.0930444108214314,0.0,0.2324,Peak,448.2221170531629
8083,19,337,December,0.13153696085141497,0.0,0.2324,Peak,460.8550244518063
8084,20,337,December,0.06378840242702498,0.0,0.2324,Peak,463.3159804385549
8085,21,337,December,0.05675403224653022,0.0,0.2324,Peak,458.23000473260765
8086,22,337,December,0.0416256738090384,0.0,0.2324,Peak,450.19088184256185
8087,23,337,December,0.034274958515382,0.0,0.2187,Off-Peak,427.22195929957405
8088,0,338,December,0.030737467513526226,0.0,0.2187,Off-Peak,396.54204133144026
8089,1,338,December,0.027720927668783816,0.0,0.2187,Off-Peak,363.40116737655785
8090,2,338,December,0.029236791484356626,0.0,0.2187,Off-Peak,345.35415680706734
8091,3,338,December,0.031135739041271336,0.0,0.2187,Off-Peak,331.5728032812746
8092,4,338,December,0.02830114142397867,0.0,0.2187,Off-Peak,327.143082505127
8093,5,338,December,0.032721126603936335,0.0,0.2187,Off-Peak,327.79933743492666
8094,6,338,December,0.07583862755529422,0.0,0.2324,Peak,334.5259504653731
8095,7,338,December,0.07597099391007259,0.0,0.2324,Peak,366.02618709575637
8096,8,338,December,0.10218830354494736,0.0064174373394859895,0.2324,Peak,380.62785928379867
8097,9,338,December,0.07701653042151882,0.017031047328795512,0.2324,Peak,382.10443287584786
8098,10,338,December,0.0737951842595209,0.02111015936292386,0.2324,Peak,376.69032970500086
8099,11,338,December,0.07098933931026337,0.027614070392740955,0.2324,Peak,375.5418835778514
8100,12,338,December,0.10349202483277513,0.033539026228288665,0.2324,Peak,377.18252090235046
8101,13,338,December,0.07323730219968702,0.02934331314288753,0.2324,Peak,372.424672661303
8102,14,338,December,0.0721661680404156,0.014416097833218513,0.2324,Peak,377.18252090235046
8103,15,338,December,0.06549531910363639,0.0,0.2324,Peak,388.0107272440448
8104,16,338,December,0.06079273220882709,0.0,0.2324,Peak,403.9249092916864
8105,17,338,December,0.05920876926134053,0.0,0.2324,Peak,425.9094494399748
8106,18,338,December,0.09803844426095824,0.0,0.2324,Peak,448.2221170531629
8107,19,338,December,0.13030463075093446,0.0,0.2324,Peak,460.8550244518063
8108,20,338,December,0.0593323363506099,0.0,0.2324,Peak,463.3159804385549
8109,21,338,December,0.05647473850492695,0.0,0.2324,Peak,458.23000473260765
8110,22,338,December,0.040502939160458974,0.0,0.2324,Peak,450.19088184256185
8111,23,338,December,0.03354274374813769,0.0,0.2187,Off-Peak,427.22195929957405
